title,category,content
Risma berharap PMI dilibatkan program vaksinasi COVID-19 di Surabaya,Humaniora, tidak usah ada keraguan karena di PMI juga didampingi banyak tenaga medisSurabaya Wali Kota Surabaya Tri Rismaharini mengharapkan nantinya ada keterlibatan dari para petugas Palang Merah Indonesia PMI dalam program vaksinasi atau penyuntikan vaksi COVID di Kota Surabaya Jawa Timur Tri Rismaharini di Surabaya Sabtu mengatakan program vaksinasi COVID rencananya baru akan dilakukan pada Februari Jadi saya berharap PMI Surabaya tetap menjalankan tugas bukan hanya mainstream nya di darah Tadi saya titip supaya dapat membantu pelaksanaan vaksinasi COVID Kita pasti butuh banyak petugas karena kan jumlahnya lebih besar dari pasien COVID katanya Selain itu lanjut dia pihaknya juga mendorong warga Surabaya agar tidak perlu takut atau ragu untuk mendonorkan darahnya ke PMI sebab PMI telah mengantisipasi dan mencegah terjadinya penularan COVID Saya berharap sekali tidak usah ada keraguan karena di PMI juga didampingi banyak tenaga medis Tentunya tidak perlu diragukan terhadap keprofesionalan dari petugas PMI ujarnya Bagi survivor atau penyintas COVID Risma juga berharap mereka dapat mendonorkan plasma darahnya kepada PMI untuk membantu warga yang membutuhkan Karena panjenengan anda sudah sehat selamat dari COVID Saya berharap itu plasma darah bisa dibantukan untuk saudara saudara kita yang membutuhkan katanya Untuk itu kata dia Pemkot Surabaya telah menyiapkan gedung Unit Transfusi Darah UTD baru sebagai redundant atau cadangan untuk mendukung program kemanusiaan PMI Kota Surabaya Rencananya UTD baru ini bakal memanfaatkan eks Gedung Kantor Kelurahan Dukuh Kupang Surabaya Risma mengakui bahwa selama ini PMI telah banyak membantu Pemkot Surabaya Tak hanya dalam konteks darah tapi berbagai program sosial kemanusiaan lainnya 
Mendikbud serahkan sertifikat inskripsi pencak silat kepada komunitas,Humaniora, Ini merupakan bentuk pengakuan dunia luar terhadap kebudayaan IndonesiaJakarta Menteri Pendidikan dan Kebudayaan Mendikbud Nadiem Anwar Makarim menyerahkan sertifikat inskripsi tradisi pencak silat dalam daftar warisan budaya tak benda UNESCO kepada komunitas pencak silat Tepat setahun yang lalu melalui sidang ke UNESCO menetapkan pencak silat sebagai budaya adiluhung Indonesia Pencak silat secara resmi masuk Representative List of the Intangible Cultural Heritage of Humanity ujar Nadiem dalam siaran virtual yang dipantau di Jakarta Sabtu Nadiem mengatakan sejak sejumlah warisan budaya Indonesia masuk ke dalam warisan budaya tak benda UNESCO mulai dari keris noken subak pinisi wayang angklung tari Saman program pelatihan dan pendidikan batik dan lainnya Ini merupakan bentuk pengakuan dunia luar terhadap kebudayaan Indonesia Tradisi diturunkan dari generasi ke generasi dan masih berkembang hingga saat ini kata dia lagi Nadiem juga menekankan bahwa sudah menjadi tugas bersama untuk menjaga nilai makna serta filosofi yang terkandung menjadikan pencak silat Pencak silat mengajarkan untuk dapat menjalin hubungan yang baik dengan Tuhan sesama manusia dan lingkungan Meskipun pencak silat mengajarkan teknik menyerang namun yang terpenting adalah pencak silat juga mengajarkan kita untuk dapat menahan diri dan menjaga keharmonisan Saya menyampaikan apresiasi yang setinggi tingginya pada sesepuh pendekar pelestari pencak silat dimanapun berada Berkat bapak ibu pencak silat dapat diwariskan kepada generasi bangsa sebagai medium penguatan karakter tambah dia lagi Penyerahan sertifikat dilakukan oleh Menteri Pendidikan dan Kebudayaan diwakili oleh Direktur Jenderal Kebudayaan kepada sesepuh Pencak Silat Mayjen Pur Dr HC H Eddie M Nalapraya yang kemudian akan diteruskan penyerahan sertifikat kepada perwakilan komunitas yaitu Masyarakat Pencak Silat Indonesia MASPI dan Ikatan Pencak Silat Indonesia IPSI Menteri Luar Negeri Retno Marsudi dalam sambutannya menyampaikan bahwa penetapan itu merupakan cerminan pengakuan dunia Internasional terhadap arti penting dan nilai budaya pencak silat Penetapan UNESCO bukan tujuan akhir namun senantiasa diikuti dengan upaya untuk melestarikan budaya pencak silat itu sendiri Capaian ini akan semakin mempertebal rasa cinta tanah air dan mendorong kita untuk mempelajari dan memperkenalkan budaya kita di dunia internasional kata Retno Proses pengusulan Pencak Silat ke UNESCO dilakukan oleh komunitas yang terdiri dari Masyarakat Pencak Silat Indonesia MASPI Asosiasi Silat Tradisi Betawi Indonesia ASTRABI perwakilan aliran dan perguruan dari Sumatera Barat Jawa Barat DKI Jakarta Banten Jawa Tengah Jawa Timur DI Yogyakarta dan Bali serta difasilitasi oleh Pemerintah melalui Direktorat Jenderal Kebudayaan Kementerian Pendidikan dan Kebudayaan Pada kesempatan tersebut Direktorat Jenderal Kebudayaan meluncurkan video Gerak Dasar Pencak Silat yang dapat dimanfaatkan untuk menjaga kebugaran bagi peserta didik yang sedang Belajar Dari Rumah Hilmar Farid selaku Direktur Jenderal Kebudayaan menyampaikan bahwa hal tersebut merupakan contoh sederhana Pemanfaatan Pencak Silat sebagai salah satu olahraga tradisional yang termasuk ke dalam Objek Pemajuan Kebudayaan 
Bupati Kotawaringin Barat positif COVID-19,Video, Bupati Kotawaringin Barat Nurhidayah Jumat malam mengumumkan dirinya terkonfirmasi positif COVID Bupati Nurhidayah kini menjalani isolasi dan perawatan di Rumah Sakit Sultan Imanuddin RSSI Pangkalan Bun Kotawaringin Barat Kalimantan Tengah Redianto Tumon Sp Satrio Giri Marwanto Edwar Mukti Laksana 
Dinkes Tanjungpinang: waspadai COVID-19 dalam pesta pernikahan,Humaniora, Kami juga menemukan warga yang menghadiri pesta pernikahan tertularTanjungpinang Dinas Kesehatan Kota Tanjungpinang Kepulauan Riau mengingatkan seluruh elemen masyarakat dan juga aparat pemerintahan untuk mewaspadai penularan COVID yang terjadi dalam pesta pernikahan Kepala Dinkes Tanjungpinang Rustam di Tanjungpinang Sabtu mengatakan sedikitnya tenaga kesehatan dan tenaga medis telah menangani tiga kasus penularan COVID di lokasi yang berbeda yang terungkap seusai pesta pernikahan Berdasarkan hasil penelusuran tim tenaga kesehatan ditemukan pengantin yang tertular COVID seusai pesta pernikahan Dalam kasus lainnya juga ditemukan orang tua yang mendampingi pengantin saat bersanding di pelaminan juga tertular COVID seusai pesta pernikahan Kami juga menemukan warga yang menghadiri pesta pernikahan tertular COVID ujarnya Rustam mengatakan acara pesta pernikahan dalam beberapa bulan terakhir cukup banyak Bahkan dalam sehari mencapai pasangan yang menyelenggarakan pesta pernikahan Pesta pernikahan lebih banyak diselenggarakan di rumah dibanding di gedung Pernikahan di kediaman atau rumah sulit terkendali dibanding di dalam ruangan gedung Contohnya makanan yang disajikan prasmanan bukan nasi kotak sehingga potensial terdapat virus yang berasal dari orang yang tertular namun tidak bergejala Tamu undangan atau saudara yang berasal dari berbagai daerah juga hadir dalam pesta pernikahan itu Dari hasil penelusuran kami ada sejumlah tamu atau saudara pihak yang menikah berasal dari luar daerah Tanpa disadari sudah tertular COVID ucapnya Menurut dia pemerintah tidak dapat melarang aktivitas sosial tersebut namun pihak yang menikah wajib mengendalikan pelaksanaan pesta pernikahan sesuai protokol kesehatan untuk mencegah penularan COVID Harus dibangun rasa tanggung jawab dimulai dari diri kita sendiri untuk mencegah penularan COVID tegasnya Ia mengatakan jumlah pasien COVID di Tanjungpinang terus bertambah meski angka kesembuhan pasien juga tinggi Berdasarkan data Desember jumlah pasien COVID bertambah tujuh orang sehingga menjadi orang Sementara jumlah pasien yang sembuh sebanyak orang Pasien yang meninggal dunia akibat COVID sebanyak Kasus aktif COVID di Tanjungpinang mencapai orang sebanyak di antaranya dirawat di rumah sakit orang menjalani karantina terpadu dan orang melakukan isolasi mandiri 
Pemerintah targetkan 30 juta UMKM masuk platform digital 2021,Tekno, Jakarta Kementerian Koordinator Bidang Kemaritiman dan Investasi menargetkan juta usaha mikro kecil dan menengah UMKM Indonesia masuk platform digital tahu depan Pada diharapkan juta UMKM dari total juta unit UMKM masuk ekosistem digital kata Menko Maritim dan Investasi Luhut Binsar Pandjaitan saat acara webinar Kerja Bareng untuk Negeri yang diadakan Shopee Indonesia Sabtu Menurut Luhut baru sekitar hingga juta UMKM yang berjualan di platform digital saat ini sehingga masih banyak yang perlu didorong untuk masuk berjualan online di platform digital UMKM ini menjadi tulang punggung ekonomi kita kata Luhut Dalam acara yang sama Menteri Koperasi dan Usaha Kecil Menengah UKM Teten Masduki melalui video singkat menyatakan persen pelaku usaha di Indonesia adalah UMKM mereka berkontribusi persen terhadap Produk Domestik Bruto PDB nasional dan persen terhadap penyerapan tenaga kerja yang terdampak pandemi Dari UMKM yang ada baru persen yang masuk ekonomi digital UMKM resiliensi tinggi dan berpotensi jadi akselerator pemulihan ekonomi nasional kata Teten Untuk mendukung UMKM di tengah pandemi virus corona pemerintah setidaknya memiliki dua program yang pertama melalui Undang Undang Cipta Kerja yang dinilai berpihak kepada UMKM Menurut Luhut melalui UU Cipta Kerja UMKM mendapatkan kemudahan dalam mengurus perizinan mendapatkan sertifikasi halal secara gratis akses ke pemasaran dan mendapatkan alokasi dana khusus Program kedua untuk mendukung UMKM berupa Gerakan Nasional Bangga Buatan Indonesia mendorong masyarakat untuk menggunakan produk produk lokal Data Kemenko Maritim dan Investasi menyebutkan saat ini terdapat sekitar juta UMKM yang ikut bergabung ke Gerakan Nasional Bangga Buatan Indonesia sejak diluncurkan pada pertengahan tahun ini Masing masing kementerian dan lembaga juga memiliki program untuk mendukung UMKM selama pandemi COVID Kementerian Koperasi dan UKM antara lain memberikan stimulus dana hibah berupa bantuan langsung tunai BLT produktif sebesar Rp untuk setiap pelaku usaha 
Menko Luhut berpesan agar UMKM perhatikan pentingnya kemasan produk,Ekonomi, Jakarta Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan berpesan kepada pelaku UMKM untuk memperhatikan pentingnya kemasan atau packaging suatu produk Sekali lagi saya titip kepada teman teman UMKM kita mesti mencontoh Jepang terkait mengenai kemasan atau packaging yang betul betul menarik ujar Luhut dalam seminar daring di Jakarta Sabtu Menurut Menko Luhut inovasi inovasi seperti packaging ini tolong diperhatikan mengingat seperti sebelumnya disampaikan oleh Menteri BUMN Erick Thohir bahwa negara Timur Tengah sangat tertarik pada investasi semacam ini UMKM atau mereka juga sangat ingin melihat barang barang seperti ini Dengan jejaring yang dibuat oleh Kementerian BUMN dan Kementerian di Timur Tengah saya kira akan banyak pasar yang bisa kita masuki di kawasan Timur Tengah Jadi saya titip sekali lagi mengenai UMKM ini ayo kemasan atau packaging nya efisien kebersihan rasa dan inovasi inovasi itu perlu ada yang men training untuk ini katanya Menko Luhut juga berpesan agar ecommerce ecommerce besar seperti Shopee membantu pelatihan kepada UMKM dalam hal kemasan pemasaran financing dan sebagainya Sebelumnya Wakil Presiden Ma ruf Amin mengatakan Usaha Mikro Kecil dan Menengah UMKM merupakan motor penggerak dalam upaya pemulihan ekonomi nasional setelah terdampak pandemi COVID Bukti kepedulian pemerintah terhadap UMKM tersebut diwujudkan dalam pengalokasian anggaran untuk kesejahteraan masyarakat dan UMKM yang mencapai separuh dari total anggaran Program Pemulihan Ekonomi Nasional PEN Pemerintah mengalokasikan dana sebesar Rp triliun untuk Program PEN yang sekitar Rp triliun di antaranya dialokasikan untuk menjaga tingkat kesejahteraan masyarakat dan UMKM 
Sutradara Korea Kim Ki-duk meninggal akibat komplikasi COVID-19,Hiburan, Jakarta Sutradara Korea Selatan Kim Ki duk meninggal di Latvia akibat komplikasi virus corona Jumat Dikutip dari Reuters pemenang penghargaan di festival film Berlin Cannes dan Vvenesia ini telah menetap di Riga ibu kota Latvia untuk urusan pribadi setelah melancong ke Estonia untuk urusan pekerjaan kata direktur Pusat Film Nasional negara bagian Latvia Dita Rietuma Sutradara tahun itu meninggal di rumah sakit Riga kata Rietuma kepada Reuters mengutip dari sekretaris pribadi sang sutradara Kim mendapatkan pujian global sebagai sutradara yang sering ikut dalam festival internasional tapi di sisi lain dia juga mendapatkan kritik terutama atas penggambarannya mengenai perempuan termasuk dalam film Pieta yang memenangi penghargaan Golden Lion di Festival Film Venesia Reputasinya juga tercoreng gara gara beberapa tuduhan perkosaan dan pelecehan seksual oleh sejumlah aktris di tengah gerakan global MeToo Kim tidak pernah secara langsung merespons tuduhan itu tetapi dia mengajukan banding pada November setelah kalah dalam gugatan yang diajukannya terhadap salah satu aktris dan jaringan TV lokal yang menyiarkan tuduhannya 
Satgas COVID-19: Vaksinasi tidak serta merta bebas protokol kesehatan,Humaniora, Manokwari Satuan tugas penanganan COVID Provinsi Papua Barat mengimbau masyarakat tetap disiplin menerapkan protokol kesehatan meskipun vaksin COVID sudah didatangkan pemerintah ke Indonesia Program vaksinasi tidak serta merta kita bebas beraktivitas tanpa protokol kesehatan Waspada tetap wajib karena belum semua warga diberikan vaksin ucap juru bicara Satgas Penanganan COVID Papua Barat dr Arnold Tiniap di Manokwari Sabtu Ia menerangkan Indonesia beberapa waktu lalu sudah menerima juta dosis vaksin COVID yang didatangkan dari Tiongkok Masih ada sejumlah tahapan sebelum vaksinasi dilakukan di seluruh daerah Arnold mengutarakan bahwa dosis vaksin yang dibeli pemerintah masih terbatas Sehingga program vaksinasi belum bisa dilakukan untuk seluruh penduduk di Indonesia termasuk di Papua Barat Menurutnya vaksinasi akan diprioritaskan bagi kelompok yang berada pada garis terdepan dalam penanganan COVID seperti tenaga kesehatan serta TNI Polri Termasuk guru karena mulai tahun depan pemerintah akan menerapkan kegiatan belajar mengajar secara tatap muka Belum bisa semua sehingga protokol kesehatan tetap wajib katanya lagi Bahkan menurutnya protokol kesehatan pun masih wajib bagi mereka yang sudah diberikan vaksin Dia menjelaskan vaksinasi bertujuan untuk memberikan kekebalan tubuh agar lebih peka serta kuat dalam melawan virus Vaksinasi setidaknya harus dilakukan terhadap hingga persen dari total jumlah penduduk Kalau sudah mencapai hingga persen baru protokol kesehatan bisa diperlonggar Sepanjang itu belum tercapai kita harus tetap waspada memakai masker jaga jarak rutin cuci tangan dan lain sebagainya kata Tiniap menjelaskan Ia mengutarakan saat ini di Papua Barat masih memiliki pasien aktif COVID serta orang dalam pemantauan karena memiliki riwayat kontak erat dengan pasien positif Temuan kasus baru masih terjadi di sejumlah daerah Papua Barat Artinya penularan virus masih ada di tengah tengah masyarakat maka kita harus tetap waspada katanya 
Jasa Tirta I catat 17 titik tanggul yang rawan longsor di DAS Brantas,Humaniora, Surabaya Perusahaan Umum Jasa Tirta PJT I mencatat terdapat sebanyak titik tanggul yang rawan longsor di sepanjang daerah aliran sungai DAS Brantas Untuk potensi banjir kami mencatat ada titik tanggul yang rawan longsor di DAS Brantas Mulai dari Kediri hingga Gresik ujar Direktur Utama PJT I Raymond Valiant Ruritan di Surabaya Sabtu Rinciannya tiga di Kabupaten Kediri dua di Nganjuk lima di Jombang tiga di Sidoarjo dua di Kabupaten Mojokerto serta dua di Gresik Raymond menjelaskan potensi banjir dengan kondisi tanggul yang kritis menjadi sangat besar sehingga di tengah pandemi COVID ini diharapkan pemerintah tetap mewaspadai potensi banjir yang belum bisa diprediksi Curah hujan saat ini lanjut dia terus mengalami peningkatan yang datanya pada tahun tingkat curah hujan mencapai milimeter per tahun dan tahun sekitar milimeter per tahun Sedangkan pada pada diperkirakan lebih dari milimeter per tahun Kondisi akan lebih basah karena curah hujan lebih tinggi Di tahun curah hujan di DAS Brantas diperkirakan lebih dari milimeter per tahun Ditambah lagi kondisi pengelolaan lingkungan yang cenderung mengakibatkan berkurangnya resapan Sehingga potensi banjir lebih tinggi termasuk tanah longsor tuturnya Mengenai daya tampung sungai dan bendungan yang dikelola PJT I Raymond memastikan kapasitasnya masih mencukupi Kalau daya tampung sungai dan bendungan masih aman Tapi kami tidak bisa mengendalikan banjir di luar itu seperti banjir yang menggenangi jalan raya atau wilayah pemukiman katanya Selain itu potensi bencana longsor juga cukup besar di DAS Brantas sisi hulu di wilayah Malang Raya Seperti di Pujon Malang sering terjadi longsor Rata rata terjadi karena daerah tangkapan air hujan yang semestinya bisa terserap dalam tanah mulai banyak berkurang katanya Dia mengimbau agar masing masing individu untuk bersama sama menciptakan perilaku pencegahan banjir Salah satunya dengan menghindari pencemaran lingkungan khususnya di bantaran Sungai Brantas Mengingat persentase limbah domestik di sepanjang Sungai Brantas baik padat berupa sampah dan cair yang berasal dari masyarakat cukup besar yakni mencapai persen tuturnya 
Menko Luhut: 30 juta UMKM akan diajak masuk ekosistem digital 2021,Ekonomi, Pemerintah berharap pada tahun depan akan mengajak setidaknya juta dari juta pelaku UMKM agar masuk ke dalam ekosistem digitalJakarta Menteri Koordinator Menko Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan berharap pemerintah akan mengajak juta pelaku UMKM masuk ke dalam ekosistem digital tahun depan Pemerintah berharap pada tahun depan akan mengajak setidaknya juta dari juta pelaku UMKM agar masuk ke dalam ekosistem digital ujar Menko Luhut dalam seminar daring di Jakarta Sabtu Menurut Menko Luhut hingga Oktober sebanyak juta unit UMKM telah bergabung ke ekosistem digital sejak gerakan nasional Bangga Buatan Indonesia diluncurkan oleh Presiden Joko Widodo pada Mei Pertumbuhan platform aplikasi seperti e commerce ride hailing dan pembayaran digital telah membawa Indonesia menjadi negara dengan ekonomi digital terbesar dan tercepat di ASEAN Pada tahun nilai ekonomi digital Indonesia diperkirakan mencapai lebih dari miliar dolar AS Pemerintah akan terus mendukung program ini sebagai akselerator bagi pelaku UMKM untuk masuk ke dalam ekosistem digital Saya berharap pesan Presiden Joko Widodo dalam melakukan lompatan besar di masa pandemi COVID bisa dicapai bersama dengan semangat untuk terus berkreasi dan berinovasi sehingga kita mampu bertransformasi demi menggerakkan kembali roda perekonomian nasional yang lebih baik ke depannya ujar Menko Luhut Pesan ini tentunya akan terus menjadi cambuk bagi bangkitnya perekonomian Indonesia dengan mendorong UMKM masuk ke era digitalisasi Sebelumnya Peneliti Center for Indonesian Policy Studies CIPS Siti Alifah Dina mengatakan bahwa kebijakan pemerintah dinilai perlu fokus untuk memperluas akses pasar digital guna memperbaiki kesenjangan digitalisasi antarwilayah serta bermanfaat bagi pelaku UMKM khususnya usaha mikro di berbagai daerah Ia mengemukaka meski pengguna internet di Indonesia sudah mencapai persen pada November menurut Asosiasi Penyelenggara Jasa Internet Indonesia APJII kesenjangan terhadap akses internet masih cukup signifikan Pewarta Aji CaktiEditor Risbiani Fardaniah 
Pangdam I/BB: operasi pendisiplinan prokes  gencar dilakukan,Humaniora, Medan Pangdam I Bukit Barisan Mayjen TNI Hassanudin mengatakan meski pemerintah sudah menetapkan saat ini dalam kondisi normal baru namun operasi pendisiplinan protokol kesehatan prokes tetap gencar dilakukan kepada masyarakat Kita jangan lengah dan kendor menaati aturan prokes mulai dari memakai masker menjaga jarak dan mencuci tangan ujar Hassanudin di Medan Sabtu Dia menyatakan akan terus menggelar kegiatan operasi pendisiplinan masyarakat terhadap protokol kesehatan COVID terutama di wilayah Kodam I BB Kegiatan itu akan menjadi salah satu bahan evaluasi yang dilakukan pihaknya bersama Satgas Penanganan COVID Provinsi Sumut Sumbar Riau dan Kepri Kegiatan operasi dalam menegakkan protokol kesehatan akan terus dilaksanakan karena masih ada saja orang terpapar virus COVID ujarnya Pangdam kembali mengingatkan kepada jajarannya agar menindak tegas pelanggaran protokol kesehatan selama pandemi ini Ia menambahkan dalam menekan perkembangan COVID warga masyarakat harus menaati dan mematuhi aturan prokes agar virus berbahaya itu tidak berkembang 
RSUDAM tetap buka pelayanan IGD setelah 24 nakes terpapar COVID-19,Humaniora, Rumah sakit berupaya melayani semaksimal mungkinBandarlampung Rumah Sakit Umum Daerah Abdul Moeloek RSUDAM tetap membuka pelayanan Instalasi Gawat Darurat IGD setelah tenaga kesehatan terpapar COVID Untuk perawatan instalasi gawat darurat COVID tetap dilayani di Gedung Mahan Nyunyai lantai dan untuk pelayanan non COVID tetap dilakukan pula ujar Wakil Direktur Pelayanan dan Penunjang Medik Rumah Sakit Umum Daerah RSUD Abdul Moeloek Mars Dwi Tjahjo saat dihubungi di Bandarlampung Sabtu Ia mengatakan perpindahan sementara pelayanan ruang instalasi gawat darurat di Gedung Mahan Nyunyai lantai UGD untuk dilakukan sterilisasi pencegahan infeksi Pelayanan non COVID tetap ada di poli yang tersedia sesuai jam kerja sedangkan untuk kasus rujukan di luar jam kerja bisa langsung berkoordinasi oleh dokter yang merawat untuk mendapatkan perawatan di IGD reguler mulai Senin Desember ucapnya Menurut dia rumah sakit terus berupaya secara maksimal untuk melakukan penanganan COVID namun peran serta masyarakat untuk memutus mata rantai persebaran juga dibutuhkan Rumah sakit berupaya melayani semaksimal mungkin tapi rumah sakit adalah pertahanan terakhir untuk menangani COVID yang terpenting justru promosi ditingkat masyarakat untuk taat protokol kesehatan guna mencegah persebaran ucapnya lagi Tanggapan serupa juga dikatakan oleh Wakil Gubernur Lampung Chusnunia Chalim Ada tenaga kesehatan yang terpapar sehingga Gubernur memberikan kebijakan untuk menutup sementara IGD oleh karena itu protokol kesehatan wajib dilakukan terlebih lagi nanti ada Peraturan Daerah yang memuat sanksi bagi pelanggar protokol kesehatan ujar Chusnunia Chalim Ia mengatakan untuk menjaga keluarga dan tenaga kesehatan dari paparan COVID masyarakat diminta untuk terus berpartisipasi disiplin menerapkan protokol kesehatan meski vaksin telah ditemukan Vaksin jumlahnya terbatas jangan terlalu terbawa euforia hingga abai hal yang utama untuk memutus mata rantai yakni protokol kesehatan APD sudah tersedia bagi tenaga kesehatan namun ketaatan masyarakat juga akan membantu menyelamatkan tenaga kesehatan kita dari COVID katanya lagi Pewarta Ruth Intan Sozometa KanafiEditor Zita Meirina 
Amerika Serikat izinkan penggunaan vaksin COVID-19 Pfizer,Dunia, Bengaluru Badan pengawas obat dan makanan Amerika Serikat FDA pada Jumat mengizinkan penggunaan vaksin COVID Pfizer Inc dan penyuntikan pertama vaksin diperkirakan akan berlangsung dalam beberapa hari mendatang Perkembangan itu menandai titik balik di negara itu yang telah didera pandemi virus corona hingga orang meninggal karena penyakit itu FDA memberikan otorisasi penggunaan darurat untuk vaksin tersebut yang dikembangkan dengan mitra Jerman BioNTech yang berdasarkan uji coba tahap akhir terbukti persen efektif dalam mencegah penyakit itu FDA mengatakan vaksin dapat diberikan pada orang yang berusia tahun ke atas Petugas kesehatan dan orang tua di panti jompo direncanakan menjadi kalangan penerima utama dalam tahap pertama persediaan juta dosis Pemerintah AS mengatakan akan mulai mendistribusikan vaksin di seluruh negeri segera setelah otorisasi FDA dan penyuntikan pertama akan dilakukan awal minggu depan Jutaan orang Amerika dapat mulai divaksinasi pada Desember terutama jika vaksin kedua dari Moderna Inc disetujui secara cepat Vaksin Pfizer BioNTech pertama kali disetujui di Inggris awal Desember dan penduduk Inggris mulai menerima suntikan pada Selasa Kanada juga mengesahkan vaksin tersebut dan berharap sudah bisa melakukan vaksinasi minggu depan Meksiko dan Bahrain juga telah menyetujui vaksin tersebut Izin dari FDA itu keluar pada saat infeksi rawat inap dan kematian melonjak hingga mencapai rekor di AS yang gagal meningkatkan upaya terkoordinasi untuk memperlambat penyebaran virus Awal pekan ini total kematian satu hari karena COVID mencapai sementara unit perawatan intensif rumah sakit di seluruh negeri hampir mencapai kapasitas Keadaan itu dilihat mengancam sistem perawatan kesehatan yang telah kewalahan Perusahaan perusahaan lain yang vaksinnya berada dalam pengembangan lanjutan termasuk Moderna yang mungkin akan mendapatkan izin penggunaan darurat di AS segera minggu depan AstraZeneca Plc dengan Universitas Oxford dan Johnson Johnson BioNTech mulai mengembangkan vaksin pada Januari dengan menggunakan teknologi yang disebut RNA pembawa pesan sintetik mRNA yang belum menghasilkan produk yang disetujui Teknologi itu menggunakan pembawa pesan kimiawi untuk menginstruksikan sel membuat protein untuk meniru bagian dari virus corona baru yang dipelajari oleh sistem kekebalan sebagai penyerang BioNTech mencapai kesepakatan pengembangan dengan Pfizer pada Maret Vaksin tersebut hadir dengan tantangan distribusi yang kompleks karena harus dikirim dan disimpan pada suhu Celcius F sehingga membutuhkan lemari es ultra dingin khusus atau pasokan es kering Vaksin Moderna menggunakan teknologi yang sama tetapi tidak perlu disimpan pada suhu sub Arktik Pfizer telah mengembangkan wadah pengiriman khusus yang akan diisi dengan es kering agar vaksin tidak rusak Banyak negara bagian khawatir tentang apakah es kering cukup tersedia untuk pengiriman ke daerah pedesaan yang tidak memiliki lemari pendingin khusus tetapi Pfizer yakin harus ada pasokan yang cukup Upaya AS untuk mendapatkan vaksin telah menjadi respons sentral terhadap pandemi dari pemerintahan Trump yang sebagian besar telah membuat negara bagian berjuang sendiri Sumber Reuters Tiba di Indonesia vaksin COVID Sinovac menunggu evaluasi BPOM dan MUI Penerjemah Azis KurmalaEditor Tia Mutiasari 
Fadel Muhammad sebut tiga kunci sukses bagi kepala daerah,Politik, Jakarta Wakil Ketua MPR Fadel Muhammad menilai ada tiga kunci sukses kepala daerah agar mampu membawa rakyatnya makmur dan sejahtera yaitu bersih transparan serta profesional dalam bekerja mengelola potensi serta kekayaan wilayahnya Menurut dia bersih artinya tidak korupsi transparan selalu terbuka dan membuka dialog kepada masyarakat terhadap semua kebijakan yang akan dikeluarkan terutama soal anggaran Lalu profesional tidak melakukan nepotisme Kepala daerah harus melakukan rekrutmen dengan berbasis kepada kemampuan kata Fadel dalam keterangannya di Jakarta Sabtu Hal tersebut disampaikan Fadel dalam acara Forum Group Discusion Kebangsaan dengan tema Peran Generasi Muda Memberantas Korupsi kerjasama MPR dengan DPC Gerakan Pemuda Marhaenis di Kota Gorontalo Jumat Dia menjelaskan mengapa dirinya menekankan agar kepala daerah bekerja berdasarkan tiga hal tersebut karena dirinya sangat miris banyaknya kepala daerah sekitar orang lebih tersangkut kasus korupsi Ini sangat menyedihkan sekali mereka tidak amanah dalam mengelola uang rakyat Kejadian baru baru ini malah setingkat menteri yang terkena kasus korupsi ujarnya Fadel menjelaskan seharusnya para kepala daerah setelah menerima amanah jabatan dan juga pejabat negara lainnya harus betul betul meresapi bahwa yang bersangkutan akan mengelola banyak uang rakyat yang mesti digunakan hanya untuk kepentingan rakyat Menurut dia jika kepala daerah dan pejabat negara bisa berpegang teguh kepada moral serta hati nurani dalam menjalankan tugas tugasnya maka itu akan menjadi contoh yang baik kepada rakyatnya Dalam kesempatan itu Fadel juga menyinggung wacana besar yang selalu muncul dalam setiap kasus korupsi yaitu hukuman mati terutama bagi oknum pejabat yang melakukan korupsi bantuan sosial masyarakat Mantan Menteri Kelautan dan Perikanan itu menegaskan bahwa MPR akan mendengarkan terlebih dahulu usulan dari KPK dan para ahli pidana Tanggal Desember nanti Pimpinan MPR mau membahasnya apakah perlu hukuman mati atau seumur hidup untuk kejahatan seperti itu katanya Fadel mengatakan dirinya sangat memaklumi jika banyak masyarakat yang geram terkait tindakan korupsi pejabat negara sehingga menginginkan hukuman mati bagi pelakunya Dia juga mengajak para kepala daerah dan pejabat negara yang lain untuk tidak mengkhianati kepercayaan rakyat karena dampak serius dari kejahatan korupsi sangat luar biasa Fadel menilai kontrol dari masyarakat termasuk generasi muda juga penting sehingga semua pihak harus bersama sama menjaga dan mengawasi agar kasus kasus korupsi tidak lagi bertambah banyak Pewarta Imam BudilaksonoEditor M Arief Iskandar 
